"rank","global_rank","so_answer_id"
2482,17201,"2468091"
2483,17212,"35702420"
2484,17216,"4664364"
2485,17219,"22208618"
2486,17220,"4788627"
2487,17228,"7046928"
2488,17231,"43639595"
2489,17237,"23980864"
2490,17238,"12388360"
2491,17241,"1562508"
2492,17246,"5590735"
2493,17247,"5365800"
2494,17254,"36297281"
2495,17258,"4953745"
2496,17280,"21075734"
2497,17301,"8496225"
2498,17304,"13571978"
2499,17309,"19806663"
2500,17312,"17607863"
2501,17331,"18088162"
2502,17335,"29266638"
2503,17350,"9405891"
2504,17375,"8354293"
2505,17377,"13579861"
2506,17380,"13580029"
2507,17384,"6065886"
2508,17385,"23869669"
2509,17386,"23869748"
2510,17392,"13296972"
2511,17393,"15962645"
2512,17397,"15568207"
2513,17406,"19206025"
2514,17409,"26650362"
2515,17416,"9461005"
2516,17419,"5177806"
2517,17420,"22486332"
2518,17436,"19570238"
2519,17438,"19570149"
2520,17454,"6826865"
2521,17463,"2687763"
2522,17464,"2687689"
2523,17472,"29070923"
2524,17478,"2069089"
2525,17481,"13548562"
2526,17483,"8619423"
2527,17487,"5940770"
2528,17498,"22782690"
2529,17499,"22782581"
2530,17533,"36518977"
2531,17556,"14512490"
2532,17561,"32277852"
2533,17566,"1552186"
2534,17594,"29918018"
2535,17595,"29918025"
2536,17600,"9101806"
2537,17605,"34478046"
2538,17606,"30107086"
2539,17608,"14686876"
2540,17611,"14686927"
2541,17616,"3884114"
2542,17635,"5658841"
2543,17637,"5658829"
2544,17688,"8956715"
2545,17690,"8956800"
2546,17698,"9471455"
2547,17711,"32993505"
2548,17739,"4553997"
2549,17757,"27764007"
2550,17762,"543012"
2551,17789,"13315784"
2552,17801,"4274823"
2553,17802,"9148028"
2554,17834,"4497701"
2555,17835,"4497377"
2556,17864,"7150734"
2557,17915,"20014065"
2558,17929,"25451448"
2559,17930,"25451511"
2560,17943,"5363062"
2561,17959,"21975626"
2562,17964,"1650010"
2563,17968,"9993752"
2564,17989,"10570398"
2565,17991,"10570396"
2566,17992,"9453388"
2567,18001,"8396704"
2568,18010,"4920165"
2569,18022,"40366890"
2570,18041,"11101130"
2571,18042,"7539816"
2572,18046,"3093643"
2573,18076,"11820761"
2574,18082,"17208756"
2575,18097,"10411367"
2576,18102,"10262388"
2577,18109,"28567273"
2578,18118,"1764417"
2579,18119,"13094155"
2580,18127,"8104019"
2581,18134,"25985520"
2582,18146,"39824953"
2583,18148,"6743726"
2584,18152,"11946362"
2585,18153,"6128248"
2586,18155,"29544093"
2587,18161,"14036086"
2588,18166,"471318"
2589,18167,"471314"
2590,18169,"472197"
2591,18175,"20023713"
2592,18185,"12636215"
2593,18195,"37454547"
2594,18221,"7961111"
2595,18226,"344165"
2596,18229,"46303545"
2597,18236,"13066420"
2598,18260,"18761047"
2599,18264,"1601465"
2600,18268,"22031562"
2601,18295,"5067846"
2602,18297,"5067483"
2603,18298,"32766688"
2604,18299,"32768402"
2605,18316,"590447"
2606,18317,"590448"
2607,18320,"13777828"
2608,18322,"13777890"
2609,18324,"19466098"
2610,18340,"154454"
2611,18341,"2919364"
2612,18406,"15910674"
2613,18411,"20374944"
2614,18412,"20374997"
2615,18413,"20374855"
2616,18414,"19416674"
2617,18416,"6105845"
2618,18423,"14024939"
2619,18432,"8285721"
2620,18433,"20311896"
2621,18437,"15129428"
2622,18438,"31415157"
2623,18445,"24787129"
2624,18448,"17167772"
2625,18451,"17167791"
2626,18459,"6109801"
2627,18461,"15303255"
2628,18462,"15303263"
2629,18466,"3981418"
2630,18469,"718302"
2631,18496,"9504646"
2632,18505,"17297901"
2633,18506,"17298333"
2634,18511,"2876716"
2635,18512,"2876721"
2636,18532,"13083958"
2637,18543,"1462875"
2638,18548,"11890646"
2639,18574,"22790200"
2640,18576,"9001481"
2641,18581,"13757733"
2642,18590,"9881012"
2643,18600,"18103174"
2644,18611,"33137323"
2645,18634,"39732527"
2646,18636,"39732559"
2647,18652,"90711"
2648,18656,"3843132"
2649,18657,"3843107"
2650,18659,"13023431"
2651,18661,"12098105"
2652,18674,"5883716"
2653,18675,"13326939"
2654,18685,"12965956"
2655,18686,"9092915"
2656,18690,"20043944"
2657,18692,"5900108"
2658,18694,"5900052"
2659,18721,"31642377"
2660,18739,"19577131"
2661,18745,"5262182"
2662,18759,"10306892"
2663,18761,"5933431"
2664,18767,"22173901"
2665,18769,"26842113"
2666,18770,"21388755"
2667,18780,"4746114"
2668,18792,"10036076"
2669,18805,"38101565"
2670,18811,"4107669"
2671,18814,"6870881"
2672,18831,"15442492"
2673,18849,"12787924"
2674,18862,"14531877"
2675,18891,"14452268"
2676,18892,"42263698"
2677,18894,"13161217"
2678,18895,"21053915"
2679,18916,"6778587"
2680,18918,"13092409"
2681,18930,"4890883"
2682,18932,"22801025"
2683,18934,"10356278"
2684,18937,"6025364"
2685,18974,"21438443"
2686,18976,"21438476"
2687,19018,"22575658"
2688,19024,"6187659"
2689,19039,"814807"
2690,19040,"33083356"
2691,19060,"19606077"
2692,19068,"8192698"
2693,19083,"33225659"
2694,19095,"32179328"
2695,19129,"19136617"
2696,19130,"19136195"
2697,19138,"2893316"
2698,19148,"12377938"
2699,19149,"12539263"
2700,19151,"6240182"
2701,19154,"21293666"
2702,19165,"5057354"
2703,19177,"4997545"
2704,19182,"40199527"
2705,19185,"40199526"
2706,19189,"10166623"
2707,19195,"11388690"
2708,19208,"30438720"
2709,19214,"3100401"
2710,19215,"3083197"
2711,19280,"26381114"
2712,19293,"13193101"
2713,19300,"2275513"
2714,19301,"2809009"
2715,19314,"3383174"
2716,19315,"3383276"
2717,19316,"10472713"
2718,19319,"13278008"
2719,19330,"5934426"
2720,19341,"22135732"
2721,19350,"13721768"
2722,19374,"32831173"
2723,19387,"14167479"
2724,19403,"6346377"
2725,19442,"3303019"
2726,19468,"7574284"
2727,19469,"7574274"
2728,19472,"7443870"
2729,19489,"8577746"
2730,19501,"40320478"
2731,19538,"5594851"
2732,19550,"4608257"
2733,19551,"7569651"
2734,19553,"3439102"
2735,19555,"20645947"
2736,19567,"15472055"
2737,19592,"6054470"
2738,19599,"4742544"
2739,19625,"8712551"
2740,19651,"1357214"
2741,19652,"1359378"
2742,19669,"19867506"
2743,19681,"25075122"
2744,19683,"15217327"
2745,19686,"11719083"
2746,19704,"15255210"
2747,19705,"15255205"
2748,19706,"15255216"
2749,19714,"31832144"
2750,19716,"9305494"
2751,19730,"8945193"
2752,19742,"48631002"
2753,19747,"10127989"
2754,19755,"4515334"
2755,19761,"35579596"
2756,19762,"38824171"
2757,19767,"12247007"
2758,19768,"12246819"
2759,19769,"12246911"
2760,19770,"11623336"
2761,19780,"13176439"
2762,19792,"871886"
2763,19802,"750058"
2764,19815,"41137749"
2765,19827,"6843363"
2766,19828,"3895728"
2767,19831,"20537414"
2768,19834,"14801433"
2769,19836,"9704933"
2770,19838,"3432893"
2771,19842,"17833597"
2772,19843,"17833617"
2773,19844,"6276162"
2774,19851,"17208837"
2775,19855,"12927962"
2776,19884,"3685078"
2777,19887,"21828258"
2778,19902,"7104122"
2779,19913,"12603019"
2780,19934,"22825188"
2781,19945,"8309913"
2782,19946,"2305021"
2783,19953,"3785724"
2784,19958,"6808895"
2785,19964,"12072910"
2786,19973,"26450624"
2787,19974,"26450633"
2788,19996,"5367503"
2789,20003,"8441092"
2790,20010,"11807027"
2791,20022,"19450774"
2792,20040,"51511465"
2793,20043,"24928175"
2794,20044,"6296115"
2795,20069,"4520732"
2796,20086,"2942044"
2797,20100,"5132530"
2798,20104,"18554045"
2799,20121,"5472516"
2800,20147,"39273760"
2801,20149,"39259173"
2802,20153,"14186671"
2803,20155,"5103038"
2804,20162,"2511477"
2805,20169,"40709696"
2806,20198,"15184024"
2807,20214,"5622906"
2808,20225,"12886699"
2809,20226,"138332"
2810,20259,"28929693"
2811,20267,"23390700"
2812,20269,"23390740"
2813,20280,"19651401"
2814,20284,"21603672"
2815,20295,"6380469"
2816,20320,"5790558"
2817,20332,"12591155"
2818,20340,"7688347"
2819,20344,"3883228"
2820,20353,"10080896"
2821,20354,"43007782"
2822,20361,"6246373"
2823,20399,"5563239"
2824,20400,"15596561"
2825,20419,"21935883"
2826,20430,"6790132"
2827,20500,"25508428"
2828,20501,"25270960"
2829,20555,"22388829"
2830,20559,"15533550"
2831,20560,"15533536"
2832,20561,"15533514"
2833,20565,"43292690"
2834,20568,"21281299"
2835,20579,"6657226"
2836,20594,"17146051"
2837,20597,"15531795"
2838,20602,"8644349"
2839,20605,"8644195"
2840,20621,"9384574"
2841,20632,"1478544"
2842,20663,"8375367"
2843,20667,"39079703"
2844,20670,"39078782"
2845,20677,"9449996"
2846,20680,"34690301"
2847,20690,"30780174"
2848,20696,"38948970"
2849,20698,"1941696"
2850,20699,"38948971"
2851,20706,"23594936"
2852,20710,"43896196"
2853,20712,"30676857"
2854,20714,"37235316"
2855,20717,"24114282"
2856,20719,"24114312"
2857,20737,"29014156"
2858,20753,"13953620"
2859,20778,"19398588"
2860,20781,"5626397"
2861,20784,"31800740"
2862,20799,"13395076"
2863,20805,"1169868"
2864,20806,"1169861"
2865,20829,"32859028"
2866,20831,"32532683"
2867,20842,"25073749"
2868,20844,"25073703"
2869,20854,"8078402"
2870,20874,"15027921"
2871,20879,"35838252"
2872,20894,"1810995"
2873,20897,"27832346"
2874,20914,"13493396"
2875,20927,"21924042"
2876,20932,"48657985"
2877,20933,"2485878"
2878,20959,"17278304"
2879,20960,"17278282"
2880,20965,"24610537"
2881,20967,"24611514"
2882,20988,"38861986"
2883,21004,"46513041"
2884,21020,"38032903"
2885,21026,"4245480"
2886,21030,"9798570"
2887,21035,"19689207"
2888,21039,"6279336"
2889,21045,"30301968"
2890,21063,"48559259"
2891,21087,"8812042"
2892,21117,"5196513"
2893,21139,"17812871"
2894,21142,"19089209"
2895,21153,"25217838"
2896,21167,"11804122"
2897,21169,"17337760"
2898,21214,"8515903"
2899,21219,"7458375"
2900,21225,"38015391"
2901,21239,"15674754"
2902,21241,"5883695"
2903,21259,"35305756"
2904,21275,"20755619"
2905,21285,"7005769"
2906,21296,"17370698"
2907,21297,"17370735"
2908,21298,"17370744"
2909,21301,"24346351"
2910,21303,"24508587"
2911,21306,"19394906"
2912,21342,"1590889"
2913,21344,"20979288"
2914,21362,"18984528"
2915,21363,"18983645"
2916,21370,"20795643"
2917,21371,"20795615"
2918,21394,"1407188"
2919,21402,"12911560"
2920,21414,"23525799"
2921,21415,"27077485"
2922,21443,"1652827"
2923,21457,"3349770"
2924,21459,"160806"
2925,21471,"18497055"
2926,21476,"14359229"
2927,21530,"22502541"
2928,21543,"44566972"
2929,21544,"2655533"
2930,21565,"18327951"
2931,21568,"15043428"
2932,21574,"8477828"
2933,21582,"1803692"
2934,21604,"14773536"
2935,21662,"38686482"
2936,21664,"40992494"
2937,21675,"8279991"
2938,21719,"12837118"
2939,21728,"16394218"
2940,21729,"16394191"
2941,21750,"19123313"
2942,21761,"17037641"
2943,21762,"11625064"
2944,21768,"40202722"
2945,21770,"33519435"
2946,21774,"11412365"
2947,21797,"3861170"
2948,21826,"221513"
2949,21828,"11181001"
2950,21833,"39474302"
2951,21835,"25958884"
2952,21839,"1302852"
2953,21861,"14298047"
2954,21862,"9883730"
2955,21863,"2661630"
2956,21880,"8467389"
2957,21888,"1332897"
2958,21893,"14659157"
2959,21900,"6150473"
2960,21905,"18673675"
2961,21909,"17617861"
2962,21915,"2579836"
2963,21925,"24015407"
2964,21927,"24015424"
2965,21930,"24015353"
2966,21974,"28878908"
2967,21980,"32687562"
2968,21999,"3208081"
2969,22007,"4245227"
2970,22030,"2824610"
2971,22036,"25989596"
2972,22088,"17258557"
2973,22092,"5390588"
2974,22116,"13440543"
2975,22120,"4859891"
2976,22148,"15903134"
2977,22149,"15903187"
2978,22172,"24061680"
2979,22173,"24061761"
2980,22183,"20016442"
2981,22196,"36211111"
2982,22197,"23440322"
2983,22200,"22566261"
2984,22227,"3025864"
2985,22234,"36759485"
2986,22242,"23155867"
2987,22305,"465895"
2988,22308,"20177540"
2989,22310,"463899"
2990,22311,"18778580"
2991,22327,"14242115"
2992,22331,"26017395"
2993,22342,"19431566"
2994,22356,"19743231"
2995,22386,"16416010"
2996,22394,"18782039"
2997,22403,"18716475"
2998,22417,"18600737"
2999,22438,"4404038"
3000,22439,"31891207"
3001,22442,"4404034"
3002,22448,"19435490"
3003,22456,"6648462"
3004,22457,"2714641"
3005,22473,"6733768"
3006,22475,"33863032"
3007,22489,"6487516"
3008,22493,"7147471"
3009,22500,"2271301"
3010,22503,"22147045"
3011,22505,"22147114"
3012,22526,"23635712"
3013,22528,"23635694"
3014,22531,"738796"
3015,22533,"9745534"
3016,22534,"30725497"
3017,22542,"12436986"
3018,22543,"34162985"
3019,22544,"3195099"
3020,22549,"1509485"
3021,22550,"16936363"
3022,22561,"9089759"
3023,22562,"9089764"
3024,22578,"4459311"
3025,22580,"14027806"
3026,22598,"24049192"
3027,22605,"41697202"
3028,22608,"18645621"
3029,22686,"3266440"
3030,22700,"22870530"
3031,22737,"9919216"
3032,22741,"20144682"
3033,22762,"9293956"
3034,22764,"20717520"
3035,22766,"9293978"
3036,22767,"9293994"
3037,22768,"20442524"
3038,22781,"18855539"
3039,22797,"13807923"
3040,22801,"27791447"
3041,22823,"30416548"
3042,22824,"40576957"
3043,22830,"17345393"
3044,22845,"10200845"
3045,22888,"25707656"
3046,22928,"11885119"
3047,22948,"34788126"
3048,22964,"5804571"
3049,22966,"5804567"
3050,22977,"25736506"
3051,22987,"6494222"
3052,22998,"32252478"
3053,23006,"6175678"
3054,23009,"4241945"
3055,23014,"26855192"
3056,23019,"16364063"
3057,23022,"11548059"
3058,23029,"16323190"
3059,23039,"18980149"
3060,23043,"9415995"
3061,23046,"5188294"
3062,23054,"19779926"
3063,23057,"7178410"
3064,23077,"8204381"
3065,23086,"21670960"
3066,23090,"21671048"
3067,23091,"21670987"
3068,23092,"10374564"
3069,23094,"10374612"
3070,23101,"5693853"
3071,23122,"12594744"
3072,23138,"26341771"
3073,23145,"6029637"
3074,23147,"33880939"
3075,23187,"6558136"
3076,23188,"6558046"
3077,23197,"3737166"
3078,23214,"8537227"
3079,23220,"6800899"
3080,23228,"35814828"
3081,23240,"8766369"
3082,23241,"8766373"
3083,23256,"27110803"
3084,23270,"6256070"
3085,23280,"29798873"
3086,23289,"4942495"
3087,23291,"5283302"
3088,23298,"22859478"
3089,23308,"7162055"
3090,23316,"13212857"
3091,23327,"14698238"
3092,23328,"6262654"
3093,23390,"14881184"
3094,23418,"23664301"
3095,23437,"21727445"
3096,23441,"24711159"
3097,23442,"10286838"
3098,23443,"10286918"
3099,23444,"8440569"
3100,23455,"13259074"
3101,23456,"12889140"
3102,23458,"12888885"
3103,23482,"19176564"
3104,23485,"31593742"
3105,23488,"31252279"
3106,23494,"36895637"
3107,23510,"9738305"
3108,23516,"26796711"
3109,23519,"721525"
3110,23521,"6932717"
3111,23522,"17223291"
3112,23523,"19315071"
3113,23527,"8747607"
3114,23528,"3671974"
3115,23563,"23497101"
3116,23590,"722857"
3117,23592,"722845"
3118,23610,"8162114"
3119,23620,"12100252"
3120,23627,"6010573"
3121,23644,"13679235"
3122,23652,"13820725"
3123,23655,"6605129"
3124,23681,"8357428"
3125,23685,"2565738"
3126,23692,"32240223"
3127,23702,"18288765"
3128,23707,"39352263"
3129,23709,"1707311"
3130,23716,"433473"
3131,23735,"22230615"
3132,23749,"15499035"
3133,23760,"14337291"
3134,23762,"3092573"
3135,23776,"1410198"
3136,23791,"16962898"
3137,23792,"14298010"
3138,23803,"15682107"
3139,23823,"973313"
3140,23834,"6045547"
3141,23850,"25459288"
3142,23855,"6919908"
3143,23863,"16035000"
3144,23886,"12268368"
3145,23906,"11860373"
3146,23907,"11683238"
3147,23910,"6994593"
3148,23929,"10759045"
3149,23932,"10759036"
3150,23933,"10759009"
3151,23936,"25844260"
3152,23945,"205023"
3153,23947,"205004"
3154,23952,"9098217"
3155,23963,"5027564"
3156,23969,"5724541"
3157,23982,"2228469"
3158,23986,"4927550"
3159,23997,"6495786"
3160,24013,"4972765"
3161,24022,"20289116"
3162,24040,"2403950"
3163,24041,"2404069"
3164,24049,"31123885"
3165,24056,"23635715"
3166,24062,"5389648"
3167,24065,"30893850"
3168,24070,"8043728"
3169,24081,"33009353"
3170,24085,"33009141"
3171,24098,"2254832"
3172,24114,"15609475"
3173,24116,"15609352"
3174,24117,"15609340"
3175,24140,"13674126"
3176,24146,"17689289"
3177,24148,"16839592"
3178,24151,"16839716"
3179,24170,"15405139"
3180,24175,"8381008"
3181,24179,"37443353"
3182,24192,"35993715"
3183,24205,"21482430"
3184,24271,"14934873"
3185,24287,"9588593"
3186,24295,"12566219"
3187,24306,"20758374"
3188,24322,"4337453"
3189,24343,"23113755"
3190,24352,"19830004"
3191,24354,"19829993"
3192,24361,"15313877"
3193,24369,"8091057"
3194,24380,"4544849"
3195,24381,"4544131"
3196,24427,"32994552"
3197,24438,"20828747"
3198,24459,"20117177"
3199,24474,"8814640"
3200,24493,"3465681"
3201,24527,"25780638"
3202,24529,"23898139"
3203,24544,"38905987"
3204,24559,"13303279"
3205,24567,"31990492"
3206,24577,"10732308"
3207,24592,"1749194"
3208,24594,"17235181"
3209,24596,"17112860"
3210,24612,"42951239"
3211,24632,"8756908"
3212,24637,"22232802"
3213,24661,"2632620"
3214,24729,"42112247"
3215,24736,"14799953"
3216,24755,"12225104"
3217,24759,"17082852"
3218,24779,"29124394"
3219,24785,"19761960"
3220,24786,"24996993"
3221,24792,"24997210"
3222,24794,"37944473"
3223,24809,"3796180"
3224,24816,"30085568"
3225,24820,"39634763"
3226,24830,"1138465"
3227,24831,"1138482"
3228,24843,"7155339"
3229,24844,"23330029"
3230,24850,"45545924"
3231,24859,"8117538"
3232,24860,"22173244"
3233,24864,"24197982"
3234,24867,"24081650"
3235,24868,"17294952"
3236,24884,"11355133"
3237,24902,"5812345"
3238,24906,"21925073"
3239,24907,"28726"
3240,24936,"6156452"
3241,24937,"9881214"
3242,24951,"27021284"
3243,24956,"34928308"
3244,24958,"2679707"
3245,24962,"27345863"
3246,24977,"5740605"
3247,24986,"14445471"
3248,24990,"14951780"
3249,24999,"22181300"
3250,25002,"13298131"
3251,25008,"22811099"
3252,25015,"18571293"
3253,25017,"9660242"
3254,25019,"17423566"
3255,25028,"17423675"
3256,25033,"6586510"
3257,25052,"27684400"
3258,25058,"34153173"
3259,25060,"18060264"
3260,25067,"2960530"
3261,25095,"23123394"
3262,25108,"25244646"
3263,25111,"7646452"
3264,25124,"32889248"
3265,25146,"32207191"
3266,25147,"32207265"
3267,25161,"36859777"
3268,25173,"26292360"
3269,25174,"26292302"
3270,25186,"42957623"
3271,25197,"5519499"
3272,25236,"27219752"
3273,25253,"28335455"
3274,25267,"28227411"
3275,25293,"13529612"
3276,25296,"4352869"
3277,25297,"6470550"
3278,25308,"7056873"
3279,25327,"771155"
3280,25333,"1564950"
3281,25335,"1564958"
3282,25394,"40050696"
3283,25399,"20143191"
3284,25400,"20143276"
3285,25403,"12302522"
3286,25412,"15722344"
3287,25428,"6058222"
3288,25445,"10367296"
3289,25465,"28757644"
3290,25473,"17644551"
3291,25489,"36280872"
3292,25493,"31768557"
3293,25520,"1545223"
3294,25530,"24259248"
3295,25547,"8546774"
3296,25553,"731518"
3297,25577,"28380006"
3298,25587,"19012563"
3299,25589,"15125024"
3300,25594,"7966886"
3301,25598,"14608770"
3302,25605,"22334246"
3303,25610,"17468179"
3304,25628,"20098694"
3305,25655,"36070725"
3306,25658,"36078014"
3307,25660,"4584654"
3308,25694,"1482525"
3309,25695,"20143553"
3310,25712,"12803844"
3311,25716,"12803843"
3312,25721,"30414213"
3313,25727,"8082743"
3314,25736,"28219037"
3315,25749,"12967214"
3316,25750,"32623895"
3317,25752,"12967265"
3318,25756,"16292761"
3319,25760,"3998998"
3320,25761,"3999192"
3321,25773,"14212496"
3322,25776,"32253038"
3323,25794,"8099356"
3324,25801,"18500769"
3325,25810,"17075123"
3326,25822,"16754120"
3327,25897,"31371109"
3328,25920,"33979986"
3329,25943,"19255311"
3330,25950,"17831669"
3331,25982,"17630202"
3332,26022,"18495587"
3333,26026,"46766423"
3334,26028,"18034084"
3335,26035,"27078984"
3336,26037,"9415515"
3337,26040,"2496815"
3338,26047,"438274"
3339,26061,"13141260"
3340,26073,"26740128"
3341,26078,"35082320"
3342,26085,"23334046"
3343,26097,"30753073"
3344,26098,"9598585"
3345,26104,"9598679"
3346,26124,"41353111"
3347,26128,"25636122"
3348,26145,"20041819"
3349,26152,"32723029"
3350,26165,"25773504"
3351,26176,"13025923"
3352,26181,"6842538"
3353,26201,"14626545"
3354,26203,"15705944"
3355,26206,"22452886"
3356,26241,"16773624"
3357,26277,"23026410"
3358,26290,"18256691"
3359,26292,"15834981"
3360,26297,"38203929"
3361,26315,"10498845"
3362,26334,"281958"
3363,26353,"11760863"
3364,26386,"10967313"
3365,26409,"48197172"
3366,26410,"5457431"
3367,26430,"5436979"
3368,26433,"2741632"
3369,26438,"10509014"
3370,26452,"24488500"
3371,26458,"6543285"
3372,26461,"6543287"
3373,26470,"8578952"
3374,26485,"3933848"
3375,26491,"12728036"
3376,26493,"26468299"
3377,26494,"12192512"
3378,26513,"4682558"
3379,26514,"47212772"
3380,26545,"34558313"
3381,26546,"10217749"
3382,26552,"2319997"
3383,26586,"10872375"
3384,26598,"9717227"
3385,26599,"5222381"
3386,26605,"23723218"
3387,26628,"43454931"
3388,26632,"28421611"
3389,26638,"29684494"
3390,26644,"7349669"
3391,26645,"3398977"
3392,26679,"26118871"
3393,26704,"10774432"
3394,26708,"20095750"
3395,26709,"9144693"
3396,26720,"13030362"
3397,26721,"13030000"
3398,26742,"18246212"
3399,26747,"24615172"
3400,26756,"2608059"
3401,26762,"22930601"
3402,26765,"33634267"
3403,26768,"15673177"
3404,26773,"15672876"
3405,26795,"13461017"
3406,26809,"3318056"
3407,26811,"3318055"
3408,26815,"20677443"
3409,26841,"35247826"
3410,26845,"18377531"
3411,26859,"28610723"
3412,26865,"1691362"
3413,26892,"29493494"
3414,26903,"4675990"
3415,26913,"10428983"
3416,26917,"24430265"
3417,26918,"21201484"
3418,26926,"14973914"
3419,26945,"27198057"
3420,26961,"3406151"
3421,26965,"26967563"
3422,26974,"10901164"
3423,27017,"35521965"
3424,27019,"11260677"
3425,27040,"36977562"
3426,27072,"6617526"
3427,27086,"13028681"
3428,27088,"649484"
3429,27118,"25640325"
3430,27139,"10858779"
3431,27156,"26470494"
3432,27158,"26470481"
3433,27159,"14942523"
3434,27169,"7457294"
3435,27174,"2777986"
3436,27199,"16011780"
3437,27223,"6210583"
3438,27236,"838225"
3439,27241,"32113323"
3440,27249,"29636739"
3441,27284,"11309890"
3442,27303,"17493469"
3443,27344,"8287032"
3444,27350,"22888341"
3445,27361,"38631516"
3446,27362,"38631195"
3447,27379,"12241327"
3448,27383,"21318497"
3449,27404,"6780437"
3450,27426,"15813624"
3451,27451,"8483627"
3452,27452,"24460322"
3453,27482,"4729155"
3454,27494,"11218973"
3455,27499,"7147611"
3456,27506,"15877737"
3457,27521,"9213542"
3458,27527,"5087943"
3459,27532,"24237107"
3460,27553,"19352652"
3461,27561,"6356685"
3462,27572,"33246569"
3463,27594,"15711052"
3464,27619,"34022122"
3465,27622,"15822879"
3466,27624,"29523117"
3467,27631,"34231086"
3468,27642,"42137392"
3469,27645,"24396111"
3470,27661,"12121683"
3471,27662,"36491897"
3472,27670,"5190708"
3473,27681,"11893549"
3474,27686,"7234963"
3475,27701,"8627727"
3476,27725,"15450396"
3477,27726,"44084592"
3478,27727,"30176603"
3479,27739,"5301661"
3480,27750,"6383022"
3481,27765,"10883502"
3482,27784,"14937855"
3483,27789,"15210944"
3484,27799,"21876077"
3485,27801,"21877056"
3486,27807,"50060963"
3487,27810,"17213254"
3488,27812,"19257129"
3489,27814,"8999130"
3490,27824,"18846032"
3491,27825,"17581788"
3492,27847,"7408296"
3493,27861,"25622307"
3494,27886,"9004661"
3495,27889,"11182763"
3496,27891,"9004498"
3497,27899,"8523920"
3498,27912,"1833165"
3499,27926,"16281174"
3500,27927,"16281181"
3501,27937,"17272908"
3502,27943,"12030964"
3503,27944,"26434013"
3504,27945,"26433956"
3505,27952,"34461440"
3506,27957,"31601818"
3507,27962,"26571658"
3508,27964,"24871776"
3509,27966,"10922519"
3510,27979,"22315826"
3511,27984,"2309024"
3512,27985,"22316002"
3513,28006,"16644236"
3514,28023,"11357982"
3515,28026,"12770611"
3516,28028,"5484468"
3517,28033,"23173341"
3518,28061,"28538497"
3519,28068,"20005165"
3520,28087,"30131527"
3521,28099,"29072453"
3522,28155,"1311346"
3523,28156,"1998215"
3524,28165,"3794012"
3525,28167,"33109135"
3526,28198,"6122699"
3527,28205,"37954319"
3528,28209,"18648800"
3529,28211,"18648615"
3530,28218,"18585989"
3531,28223,"21139590"
3532,28252,"24132733"
3533,28255,"19623198"
3534,28258,"32421268"
3535,28259,"9417349"
3536,28272,"5549074"
3537,28275,"5549140"
3538,28278,"32016534"
3539,28293,"7761501"
3540,28309,"6688033"
3541,28322,"36495345"
3542,28336,"23302415"
3543,28363,"41269232"
3544,28410,"43120111"
3545,28411,"4126947"
3546,28450,"2631657"
3547,28452,"2631669"
3548,28471,"54799"
3549,28484,"1928732"
3550,28491,"16120057"
3551,28495,"15274711"
3552,28521,"27421103"
3553,28526,"27638372"
3554,28533,"25103607"
3555,28534,"30493629"
3556,28571,"32504169"
3557,28572,"32504164"
3558,28576,"19383785"
3559,28578,"33373457"
3560,28589,"32557998"
3561,28591,"7410696"
3562,28594,"8966642"
3563,28597,"41768838"
3564,28599,"22835650"
3565,28604,"5636370"
3566,28606,"31517597"
3567,28610,"11502664"
3568,28620,"21692078"
3569,28626,"32135418"
3570,28648,"24543581"
3571,28655,"13891433"
3572,28657,"10081821"
3573,28706,"10113064"
3574,28716,"17088753"
3575,28722,"28520892"
3576,28726,"6717113"
3577,28734,"32489939"
3578,28752,"36035369"
3579,28755,"20000514"
3580,28790,"15502581"
3581,28810,"17790756"
3582,28813,"18414301"
3583,28816,"2253999"
3584,28839,"8532818"
3585,28903,"37124421"
3586,28904,"20244681"
3587,28918,"24994339"
3588,28919,"36062953"
3589,28935,"30223898"
3590,28960,"5500320"
3591,28968,"9081936"
3592,28972,"10034837"
3593,28985,"27210422"
3594,29017,"11715867"
3595,29029,"25776536"
3596,29039,"15643108"
3597,29041,"7796104"
3598,29064,"25435919"
3599,29077,"34181497"
3600,29156,"28512616"
3601,29165,"9600770"
3602,29167,"19837536"
3603,29187,"10680851"
3604,29190,"26813516"
3605,29192,"18942332"
3606,29212,"11925179"
3607,29228,"21547048"
3608,29232,"20321105"
3609,29235,"1101855"
3610,29236,"17470639"
3611,29346,"2709855"
3612,29357,"8672683"
3613,29364,"22008972"
3614,29391,"25259075"
3615,29424,"28787211"
3616,29428,"29954215"
3617,29449,"20766141"
3618,29456,"12309805"
3619,29461,"10769840"
3620,29490,"18580711"
3621,29502,"12917253"
3622,29510,"21662890"
3623,29520,"19042429"
3624,29530,"31697432"
3625,29554,"9273703"
3626,29580,"27175553"
3627,29598,"26284457"
3628,29604,"15535577"
3629,29608,"35045239"
3630,29611,"15059623"
3631,29628,"34825978"
3632,29658,"27503915"
3633,29678,"12050193"
3634,29681,"29640512"
3635,29698,"3540803"
3636,29709,"16429032"
3637,29716,"20160763"
3638,29721,"23903759"
3639,29723,"8154329"
3640,29725,"5080206"
3641,29727,"8154362"
3642,29728,"27065749"
3643,29750,"5028384"
3644,29767,"27749146"
3645,29784,"12658123"
3646,29786,"10746157"
3647,29789,"11499683"
3648,29815,"18490761"
3649,29816,"18490758"
